-77.13,25.13
-71.93,-51.44
-71.64,-24.87
-68.21,66.30
-68.08,-8.76
-62.34,-38.53
-61.68,-1.78
-56.18,80.52
-54.81,-26.67
-54.75,56.28
-53.48,-50.98
-51.77,46.80
-51.36,65.94
-35.52,20.66
-35.22,54.92
-32.08,-66.57
-25.74,71.49
-19.83,-5.01
-18.68,38.27
-16.97,-96.80
0.42,13.94
14.70,82.66
16.02,-99.61
16.33,54.00
16.78,55.20
23.72,-11.54
27.00,-92.49
28.91,91.34
32.58,-18.32
33.86,-56.75
35.75,38.79
38.32,-80.82
45.23,56.37
48.39,-22.76
50.89,-92.40
51.44,-28.18
52.90,-97.00
58.08,11.18
60.16,59.96
68.32,23.46
78.60,69.48
79.09,80.75
79.30,62.79
84.74,31.62
86.21,86.12
90.47,25.64
91.65,-14.34
91.78,-17.45
95.86,-62.18
96.34,83.99
