-93.90,-6.76
-81.49,-23.61
-72.90,43.23
-56.16,-41.49
-50.04,-96.54
-47.48,28.75
-46.99,-83.11
-42.06,61.08
-38.74,65.89
-33.97,6.64
-33.11,-92.17
-29.99,-72.32
-20.60,-8.85
-19.58,-94.75
-17.35,-76.96
-11.75,-13.63
-10.07,100.31
9.07,33.36
10.69,95.30
13.53,-77.09
15.68,26.66
24.10,-76.31
28.38,81.47
44.38,-92.56
45.41,82.21
47.42,41.06
48.41,-95.48
53.42,66.34
55.06,57.38
60.68,8.38
65.54,70.44
66.94,-62.30
67.44,-20.76
77.32,-34.81
79.76,69.36
81.91,-3.17
84.73,-12.51
87.89,49.68
87.99,-13.79
-99.96,75.76
